Mandante,Visitante,Rodada,ranking_mandante,pontos_mandante,saldo_mandante,ranking_visitante,pontos_visitante,saldo_visitante,Classe
Chapecoense,Avaí,15,10706,10,-12,6394,6,-13,1
Cruzeiro,Santos,15,15822,11,-11,14682,32,13,1
Fluminense,Csa,15,10034,12,-5,2850,8,-19,-1
São paulo,Ceará,15,10508,27,10,6274,20,6,1
Athlético-pr,São paulo,13,11380,19,8,10508,21,8,-1
Atlético-mg,Bahia,16,13352,27,6,8862,21,2,-1
Grêmio,Athlético-pr,16,14936,18,-2,11380,22,7,1
Avaí,Corinthians,16,6394,6,-14,14208,27,9,0
Csa,Cruzeiro,16,2850,11,-18,15822,14,-9,0
Santos,Fortaleza,16,14682,32,11,4222,17,-5,0
Ceará,Flamengo,16,6274,20,5,13850,30,14,-1
Goiás,Internacional,16,6168,18,-10,10902,24,5,1
Vasco,São paulo,16,9360,17,-8,10508,30,11,1
Botafogo-rj,Chapecoense,16,10619,22,-1,10706,13,-11,0
São paulo,Grêmio,17,10508,30,9,14936,21,-1,0
Athlético-pr,Ceará,17,11380,22,6,6274,20,2,1
Bahia,Csa,17,8862,24,3,2850,12,-18,1
Internacional,Botafogo-rj,17,10902,24,4,10619,23,-1,1
Chapecoense,Santos,17,10706,14,-11,14682,33,11,-1
Corinthians,Atlético-mg,17,14208,28,9,13352,27,5,1
Cruzeiro,Vasco,17,15822,15,-9,9360,20,-6,1
Flamengo,Palmeiras,17,13850,33,17,16914,33,17,1
Fortaleza,Goiás,17,4222,18,-5,6168,21,-9,1
Fluminense,Avaí,17,10034,12,-9,6394,7,-14,-1
Corinthians,Ceará,18,14208,31,10,6274,20,1,0
Vasco,Bahia,18,9360,20,-7,8862,27,4,-1
Avaí,Flamengo,18,6394,10,-13,13850,36,20,-1
Fortaleza,Fluminense,18,4222,21,-3,10034,12,-10,-1
Internacional,São paulo,18,10902,27,5,10508,31,9,1
Goiás,Palmeiras,18,6168,21,-11,16914,33,14,-1
Santos,Athlético-pr,18,14682,36,12,11380,25,7,0
Botafogo-rj,Atlético-mg,18,10619,23,-2,13352,27,4,1
Csa,Chapecoense,18,2850,12,-19,10706,14,-12,1
Cruzeiro,Grêmio,18,15822,18,-8,14936,22,-1,-1
Palmeiras,Fluminense,16,16914,30,14,10034,12,-6,1
Ceará,Botafogo-rj,19,6274,21,1,10619,26,-1,0
Flamengo,Santos,19,13850,39,23,14682,37,12,1
Palmeiras,Cruzeiro,19,16914,36,15,15822,18,-11,1
Chapecoense,Vasco,19,10706,14,-14,9360,20,-9,-1
São paulo,Csa,19,10508,31,8,2850,15,-17,0
Bahia,Fortaleza,19,8862,30,6,4222,21,-4,0
Athlético-pr,Avaí,19,11380,26,7,6394,10,-16,-1
Fluminense,Corinthians,19,10034,15,-9,14208,32,10,1
Grêmio,Goiás,19,14936,25,2,6168,21,-12,1
Atlético-mg,Internacional,19,13352,27,3,10902,30,6,-1
Corinthians,Bahia,20,14208,32,9,8862,31,6,1
Cruzeiro,Flamengo,20,15822,18,-12,13850,42,24,-1
Santos,Grêmio,20,14682,37,11,14936,28,5,-1
Botafogo-rj,São paulo,20,10619,27,-1,10508,32,8,-1
Vasco,Athlético-pr,20,9360,23,-8,11380,26,6,0
Csa,Ceará,20,2850,16,-17,6274,22,1,1
Goiás,Fluminense,20,6168,21,-15,10034,18,-8,1
Internacional,Chapecoense,20,10902,33,8,10706,14,-15,1
Fortaleza,Palmeiras,20,4222,22,-4,16914,39,16,-1
Avaí,Atlético-mg,20,6394,13,-15,13352,27,1,1
Ceará,Cruzeiro,21,6274,22,0,15822,18,-13,0
Bahia,Botafogo-rj,21,8862,31,5,10619,27,-2,1
Flamengo,Internacional,21,13850,45,25,10902,36,9,1
São paulo,Goiás,21,10508,35,9,6168,24,-12,-1
Fluminense,Santos,21,10034,18,-11,14682,37,8,0
Athlético-pr,Fortaleza,21,11380,27,6,4222,22,-5,1
Grêmio,Avaí,21,14936,31,8,6394,16,-14,1
Palmeiras,Csa,21,16914,42,17,2850,19,-16,1
Flamengo,São paulo,22,13850,48,27,10508,35,8,0
Athlético-pr,Chapecoense,22,11380,30,9,10706,14,-17,0
Internacional,Palmeiras,22,10902,36,7,16914,45,21,0
Atlético-mg,Ceará,22,13352,27,-1,6274,23,0,1
Corinthians,Vasco,22,14208,38,11,9360,27,-7,1
Fluminense,Grêmio,22,10034,19,-11,14936,34,13,1
Santos,Csa,22,14682,38,8,2850,19,-20,1
Avaí,Bahia,22,6394,16,-19,8862,34,7,-1
Fortaleza,Botafogo-rj,22,4222,22,-8,10619,27,-4,1
Goiás,Cruzeiro,22,6168,27,-11,15822,19,-13,1
Chapecoense,Corinthians,21,10706,14,-16,14208,35,10,-1
Atlético-mg,Vasco,21,13352,27,0,9360,24,-8,-1
Grêmio,Corinthians,23,14936,34,12,14208,41,12,0
Cruzeiro,Internacional,23,15822,19,-14,10902,37,7,0
Bahia,Athlético-pr,23,8862,37,9,11380,31,9,-1
Vasco,Santos,23,9360,27,-8,14682,41,10,-1
São paulo,Fortaleza,23,10508,36,8,4222,25,-7,1
Palmeiras,Atlético-mg,23,16914,46,21,13352,30,0,0
Csa,Avaí,23,2850,19,-22,6394,16,-21,1
Chapecoense,Flamengo,23,10706,15,-17,13850,49,27,-1
Botafogo-rj,Fluminense,23,10619,27,-5,10034,22,-10,-1
Ceará,Goiás,23,6274,23,-1,6168,30,-10,-1
Cruzeiro,Fluminense,24,15822,20,-14,10034,25,-9,0
Bahia,São paulo,24,8862,37,8,10508,39,9,0
Botafogo-rj,Goiás,24,10619,27,-6,6168,33,-9,1
Csa,Internacional,24,2850,22,-20,10902,38,7,1
Fortaleza,Chapecoense,24,4222,25,-8,10706,15,-18,1
Grêmio,Ceará,24,14936,35,12,6274,23,-2,1
Santos,Palmeiras,24,14682,44,11,16914,47,21,1
Corinthians,Athlético-pr,24,14208,42,12,11380,34,10,0
Avaí,Vasco,24,6394,16,-23,9360,27,-9,0
Flamengo,Atlético-mg,24,13850,52,28,13352,31,0,1
Fluminense,Bahia,25,10034,26,-9,8862,38,8,1
Goiás,Csa,25,6168,33,-11,2850,25,-19,1
Palmeiras,Botafogo-rj,25,16914,47,19,10619,30,-4,1
Chapecoense,Cruzeiro,25,10706,15,-20,15822,21,-14,0
Internacional,Santos,25,10902,38,6,14682,47,13,0
Ceará,Avaí,25,6274,23,-3,6394,17,-23,1
Athlético-pr,Flamengo,25,11380,35,10,13850,55,30,-1
Atlético-mg,Grêmio,25,13352,31,-2,14936,38,13,-1
São paulo,Corinthians,25,10508,40,9,14208,43,12,1
Vasco,Fortaleza,25,9360,28,-9,4222,28,-6,1
Csa,Atlético-mg,26,2850,25,-20,13352,31,-5,0
Goiás,Corinthians,26,6168,36,-10,14208,43,11,0
Grêmio,Bahia,26,14936,41,16,8862,38,6,-1
Cruzeiro,São paulo,26,15822,22,-14,10508,43,10,1
Fortaleza,Flamengo,26,4222,28,-7,13850,58,32,-1
Palmeiras,Chapecoense,26,16914,50,20,10706,16,-20,1
Vasco,Botafogo-rj,26,9360,31,-8,10619,30,-5,1
Fluminense,Athlético-pr,26,10034,29,-7,11380,35,8,-1
Avaí,Internacional,26,6394,17,-24,10902,39,6,-1
Santos,Ceará,26,14682,48,13,6274,26,-2,1
Corinthians,Cruzeiro,27,14208,44,11,15822,25,-13,-1
Fortaleza,Grêmio,27,4222,28,-8,14936,41,15,1
Chapecoense,Goiás,27,10706,16,-21,6168,37,-10,0
Athlético-pr,Palmeiras,27,11380,38,9,16914,53,21,0
Atlético-mg,Santos,27,13352,32,-5,14682,51,14,1
Flamengo,Fluminense,27,13850,61,33,10034,29,-8,1
São paulo,Avaí,27,10508,43,9,6394,17,-26,1
Internacional,Vasco,27,10902,42,8,9360,34,-7,-1
Botafogo-rj,Csa,27,10619,30,-6,2850,26,-20,1
Bahia,Ceará,27,8862,41,7,6274,26,-3,-1
Fluminense,Chapecoense,28,10034,29,-10,10706,17,-21,0
Cruzeiro,Fortaleza,28,15822,28,-12,4222,31,-7,0
Corinthians,Santos,28,14208,44,10,14682,51,12,0
Ceará,Vasco,28,6274,29,-2,9360,37,-6,0
Bahia,Internacional,28,8862,41,6,10902,42,7,-1
Athlético-pr,Goiás,28,11380,39,9,6168,38,-10,1
Flamengo,Csa,28,13850,64,35,2850,26,-21,1
Grêmio,Botafogo-rj,28,14936,41,14,10619,33,-5,1
Avaí,Palmeiras,28,6394,17,-27,16914,54,21,-1
São paulo,Atlético-mg,28,10508,46,10,13352,35,-3,1
Ceará,Fluminense,29,6274,30,-2,10034,30,-10,1
Atlético-mg,Chapecoense,29,13352,35,-5,10706,18,-21,-1
Csa,Corinthians,29,2850,26,-22,14208,45,10,1
Avaí,Fortaleza,29,6394,17,-28,4222,32,-7,-1
Vasco,Grêmio,29,9360,38,-6,14936,44,17,-1
Palmeiras,São paulo,29,16914,57,22,10508,49,12,1
Internacional,Athlético-pr,29,10902,45,8,11380,42,12,0
Goiás,Flamengo,29,6168,38,-13,13850,67,36,0
Botafogo-rj,Cruzeiro,29,10619,33,-8,15822,29,-12,-1
Santos,Bahia,29,14682,52,12,8862,41,5,1
Fortaleza,Atlético-mg,30,4222,35,-5,13352,35,-7,0
Fluminense,Vasco,30,10034,30,-12,9360,38,-8,0
Palmeiras,Ceará,30,16914,60,25,6274,33,0,1
Chapecoense,São paulo,30,10706,21,-19,10508,49,9,-1
Cruzeiro,Bahia,30,15822,32,-10,8862,41,4,0
Athlético-pr,Csa,30,11380,43,12,2850,29,-21,1
Flamengo,Corinthians,30,13850,68,36,14208,45,9,1
Goiás,Avaí,30,6168,39,-13,6394,17,-30,1
Grêmio,Internacional,30,14936,47,19,10902,46,8,1
Santos,Botafogo-rj,30,14682,55,13,10619,33,-10,1
Bahia,Chapecoense,31,8862,42,4,10706,21,-22,0
Athlético-pr,Cruzeiro,31,11380,46,13,15822,33,-10,0
Atlético-mg,Goiás,31,13352,36,-7,6168,42,-11,1
Corinthians,Fortaleza,31,14208,45,6,4222,36,-5,1
Vasco,Palmeiras,31,9360,39,-8,16914,63,26,-1
Avaí,Santos,31,6394,17,-32,14682,58,16,-1
Ceará,Internacional,31,6274,33,-1,10902,46,6,1
Botafogo-rj,Flamengo,31,10619,33,-13,13850,71,39,-1
São paulo,Fluminense,31,10508,52,12,10034,31,-12,-1
Grêmio,Csa,31,14936,50,21,2850,29,-22,1
Palmeiras,Corinthians,32,16914,66,27,14208,48,7,0
Goiás,Santos,32,6168,42,-13,14682,61,17,-1
Cruzeiro,Atlético-mg,32,15822,34,-10,13352,39,-5,0
São paulo,Athlético-pr,32,10508,52,10,11380,47,13,-1
Flamengo,Bahia,32,13850,74,40,8862,43,4,1
Fortaleza,Ceará,32,4222,36,-6,6274,36,1,1
Chapecoense,Grêmio,32,10706,22,-22,14936,53,22,-1
Internacional,Fluminense,32,10902,46,4,10034,34,-10,1
Csa,Vasco,32,2850,29,-23,9360,39,-9,-1
Botafogo-rj,Avaí,32,10619,33,-14,6394,17,-33,1
Flamengo,Vasco,34,13850,80,43,9360,43,-6,0
Fluminense,Atlético-mg,33,10034,34,-11,13352,40,-5,0
Santos,São paulo,33,14682,64,20,10508,52,9,0
Corinthians,Internacional,33,14208,49,7,10902,49,5,0
Bahia,Palmeiras,33,8862,43,2,16914,67,27,0
Athlético-pr,Botafogo-rj,33,11380,50,14,10619,36,-12,1
Chapecoense,Ceará,33,10706,22,-23,6274,36,0,1
Grêmio,Flamengo,33,14936,56,23,13850,77,42,-1
Fortaleza,Csa,33,4222,39,-5,2850,29,-26,1
Cruzeiro,Avaí,33,15822,35,-10,6394,17,-35,0
Vasco,Goiás,33,9360,42,-6,6168,42,-16,0
Santos,Cruzeiro,34,14682,65,20,15822,36,-10,1
Internacional,Fortaleza,34,10902,50,5,4222,42,-2,0
Ceará,São paulo,34,6274,36,-1,10508,53,9,0
Atlético-mg,Athlético-pr,34,13352,41,-5,11380,53,15,-1
Botafogo-rj,Corinthians,34,10619,36,-13,14208,50,7,1
Avaí,Chapecoense,34,6394,18,-35,10706,25,-22,-1
Goiás,Bahia,34,6168,43,-16,8862,44,2,1
Palmeiras,Grêmio,34,16914,68,27,14936,56,22,-1
Csa,Fluminense,34,2850,29,-29,10034,35,-11,-1
Bahia,Atlético-mg,35,8862,44,1,13352,41,-6,0
Athlético-pr,Grêmio,35,11380,56,16,14936,59,23,1
Chapecoense,Botafogo-rj,35,10706,28,-21,10619,39,-12,-1
Corinthians,Avaí,35,14208,50,6,6394,18,-36,1
Flamengo,Ceará,35,13850,81,43,6274,37,-1,1
Internacional,Goiás,35,10902,51,5,6168,46,-15,-1
Cruzeiro,Csa,35,15822,36,-13,2850,29,-30,-1
Fluminense,Palmeiras,35,10034,38,-10,16914,68,26,1
Fortaleza,Santos,35,4222,43,-2,14682,68,23,1
São paulo,Vasco,35,10508,54,9,9360,44,-6,1
Ceará,Athlético-pr,36,6274,37,-4,11380,59,18,0
Botafogo-rj,Internacional,36,10619,42,-11,10902,51,4,-1
Avaí,Fluminense,36,6394,18,-39,10034,41,-9,0
Atlético-mg,Corinthians,36,13352,42,-6,14208,53,9,1
Csa,Bahia,36,2850,32,-29,8862,45,1,-1
Palmeiras,Flamengo,36,16914,68,25,13850,84,46,-1
Goiás,Fortaleza,36,6168,49,-14,4222,46,-1,-1
Grêmio,São paulo,36,14936,59,21,10508,57,10,1
Santos,Chapecoense,36,14682,68,22,10706,28,-22,1
Vasco,Cruzeiro,36,9360,44,-7,15822,36,-14,1
Fluminense,Fortaleza,37,10034,42,-9,4222,49,0,0
Athlético-pr,Santos,37,11380,60,18,14682,71,24,1
Atlético-mg,Botafogo-rj,37,13352,45,-5,10619,42,-12,1
Chapecoense,Csa,37,10706,28,-24,2850,32,-30,1
Ceará,Corinthians,37,6274,38,-4,14208,53,8,-1
São paulo,Internacional,37,10508,57,7,10902,54,5,1
Bahia,Vasco,37,8862,48,2,9360,47,-6,0
Flamengo,Avaí,37,13850,87,48,6394,19,-39,1
Grêmio,Cruzeiro,37,14936,62,24,15822,36,-15,1
Palmeiras,Goiás,37,16914,68,23,6168,49,-15,1
Avaí,Athlético-pr,38,6394,19,-44,11380,63,19,0
Botafogo-rj,Ceará,38,10619,42,-14,6274,38,-5,0
Vasco,Chapecoense,38,9360,48,-6,10706,31,-21,0
Corinthians,Fluminense,38,14208,56,9,10034,43,-9,-1
Fortaleza,Bahia,38,4222,50,0,8862,49,2,1
Goiás,Grêmio,38,6168,49,-19,14936,65,26,1
Internacional,Atlético-mg,38,10902,54,4,13352,48,-3,1
Cruzeiro,Palmeiras,38,15822,36,-17,16914,71,27,-1
Santos,Flamengo,38,14682,71,23,13850,90,53,1
Csa,São paulo,38,2850,32,-33,10508,60,8,-1
